Skin_Concern,Skin_Type,Skin_Tone,Age,Gender,Recommended_Product
Inflammation,Dry,Medium,34,Female,The Ordinary Niacinamide 10% + Zinc 1%
Acne,Normal,Dusky,31,Other,Neutrogena Oil-Free Acne Wash
Redness,Dry,Fair,49,Female,Aveeno Ultra-Calming Foaming Cleanser
Oily Skin,Normal,Olive,48,Other,La Roche-Posay Effaclar Gel
Tanning,Oily,Dark,46,Male,Lotus Herbals Safe Sun
Rosacea,Combination,Dusky,17,Female,Cetaphil Redness Relief
Oily Skin,Combination,Medium,58,Other,La Roche-Posay Effaclar Gel
Wrinkles,Normal,Dusky,24,Male,Olay Regenerist Retinol 24
Pores,Normal,Dusky,57,Male,Innisfree Super Volcanic Clay Mask
Itchy Skin,Sensitive,Medium,24,Male,Eucerin Itch Relief Cream
Itchy Skin,Oily,Dusky,28,Male,Eucerin Itch Relief Cream
Sunburn,Oily,Dusky,35,Other,Aloe Vera Gel
Rosacea,Normal,Dark,32,Male,Cetaphil Redness Relief
Sunburn,Combination,Dusky,19,Other,Aloe Vera Gel
Uneven Skin Tone,Combination,Fair,39,Female,L'Oreal Paris Glycolic Bright Serum
Rosacea,Sensitive,Dark,37,Male,Cetaphil Redness Relief
Sagging,Sensitive,Dusky,49,Female,Pond’s Age Miracle Firming Serum
Oily Skin,Sensitive,Fair,43,Other,La Roche-Posay Effaclar Gel
Pigmentation,Normal,Dusky,36,Male,Murad Rapid Age Spot Correcting Serum
Oily Skin,Combination,Dusky,35,Female,La Roche-Posay Effaclar Gel
Eczema,Sensitive,Medium,60,Female,CeraVe Eczema Relief Creamy Oil
Pores,Sensitive,Fair,38,Other,Innisfree Super Volcanic Clay Mask
Redness,Combination,Fair,20,Other,Aveeno Ultra-Calming Foaming Cleanser
Rosacea,Combination,Olive,59,Male,Cetaphil Redness Relief
Acne,Dry,Olive,59,Female,Neutrogena Oil-Free Acne Wash
Dryness,Dry,Fair,31,Other,CeraVe Moisturizing Cream
Pores,Combination,Dark,52,Male,Innisfree Super Volcanic Clay Mask
Eczema,Dry,Dark,39,Female,CeraVe Eczema Relief Creamy Oil
Itchy Skin,Oily,Olive,24,Other,Eucerin Itch Relief Cream
Pores,Sensitive,Dusky,57,Female,Innisfree Super Volcanic Clay Mask
Blackheads,Oily,Fair,27,Female,The Body Shop Tea Tree Cleanser
Dark Spots,Sensitive,Olive,23,Female,Minimalist Alpha Arbutin Serum
Whiteheads,Sensitive,Medium,55,Female,Paula's Choice BHA Exfoliant
Sagging,Dry,Fair,24,Male,Pond’s Age Miracle Firming Serum
Itchy Skin,Dry,Dark,21,Other,Eucerin Itch Relief Cream
Uneven Skin Tone,Combination,Fair,51,Other,L'Oreal Paris Glycolic Bright Serum
Dullness,Combination,Medium,60,Other,The Ordinary Vitamin C Suspension
Pigmentation,Combination,Olive,30,Male,Murad Rapid Age Spot Correcting Serum
Sunburn,Dry,Medium,47,Male,Aloe Vera Gel
Pores,Normal,Olive,39,Female,Innisfree Super Volcanic Clay Mask
Tanning,Dry,Olive,21,Male,Lotus Herbals Safe Sun
Dullness,Sensitive,Dark,49,Female,The Ordinary Vitamin C Suspension
Redness,Normal,Fair,24,Female,Aveeno Ultra-Calming Foaming Cleanser
Oily Skin,Sensitive,Dark,59,Other,La Roche-Posay Effaclar Gel
Pores,Dry,Olive,56,Other,Innisfree Super Volcanic Clay Mask
Pigmentation,Dry,Dark,48,Male,Murad Rapid Age Spot Correcting Serum
Wrinkles,Normal,Medium,35,Male,Olay Regenerist Retinol 24
Pigmentation,Combination,Medium,38,Other,Murad Rapid Age Spot Correcting Serum
Dullness,Oily,Dusky,28,Other,The Ordinary Vitamin C Suspension
Tanning,Combination,Medium,56,Female,Lotus Herbals Safe Sun
Eczema,Normal,Fair,48,Other,CeraVe Eczema Relief Creamy Oil
Pigmentation,Normal,Olive,25,Male,Murad Rapid Age Spot Correcting Serum
Eczema,Normal,Dusky,52,Male,CeraVe Eczema Relief Creamy Oil
Acne,Oily,Fair,57,Other,Neutrogena Oil-Free Acne Wash
Whiteheads,Dry,Olive,42,Other,Paula's Choice BHA Exfoliant
Acne,Sensitive,Olive,34,Other,Neutrogena Oil-Free Acne Wash
Dullness,Sensitive,Medium,59,Female,The Ordinary Vitamin C Suspension
Dullness,Sensitive,Fair,60,Male,The Ordinary Vitamin C Suspension
Pigmentation,Sensitive,Dark,46,Female,Murad Rapid Age Spot Correcting Serum
Sunburn,Combination,Olive,25,Female,Aloe Vera Gel
Uneven Skin Tone,Combination,Dark,24,Female,L'Oreal Paris Glycolic Bright Serum
Dark Spots,Normal,Fair,36,Male,Minimalist Alpha Arbutin Serum
Itchy Skin,Oily,Dusky,44,Male,Eucerin Itch Relief Cream
Dark Circles,Oily,Fair,34,Female,Mamaearth Under Eye Cream
Eczema,Sensitive,Medium,26,Female,CeraVe Eczema Relief Creamy Oil
Inflammation,Combination,Medium,26,Female,The Ordinary Niacinamide 10% + Zinc 1%
Dark Spots,Sensitive,Dark,35,Female,Minimalist Alpha Arbutin Serum
Acne,Oily,Dark,48,Female,Neutrogena Oil-Free Acne Wash
Blackheads,Dry,Olive,38,Male,The Body Shop Tea Tree Cleanser
Dryness,Combination,Dark,54,Other,CeraVe Moisturizing Cream
Sagging,Combination,Olive,16,Male,Pond’s Age Miracle Firming Serum
Redness,Dry,Dusky,39,Female,Aveeno Ultra-Calming Foaming Cleanser
Pores,Oily,Dark,19,Other,Innisfree Super Volcanic Clay Mask
Tanning,Dry,Dusky,51,Female,Lotus Herbals Safe Sun
Oily Skin,Sensitive,Olive,44,Other,La Roche-Posay Effaclar Gel
Whiteheads,Normal,Olive,23,Male,Paula's Choice BHA Exfoliant
Wrinkles,Sensitive,Dusky,37,Other,Olay Regenerist Retinol 24
Pores,Dry,Medium,54,Other,Innisfree Super Volcanic Clay Mask
Rosacea,Normal,Fair,18,Male,Cetaphil Redness Relief
Dark Circles,Combination,Dark,49,Female,Mamaearth Under Eye Cream
Dark Circles,Normal,Olive,24,Female,Mamaearth Under Eye Cream
Eczema,Combination,Medium,41,Other,CeraVe Eczema Relief Creamy Oil
Dullness,Normal,Dusky,48,Other,The Ordinary Vitamin C Suspension
Tanning,Sensitive,Olive,35,Female,Lotus Herbals Safe Sun
Acne,Combination,Dusky,59,Male,Neutrogena Oil-Free Acne Wash
Redness,Normal,Dusky,60,Other,Aveeno Ultra-Calming Foaming Cleanser
Acne,Normal,Dark,32,Other,Neutrogena Oil-Free Acne Wash
Inflammation,Normal,Medium,19,Other,The Ordinary Niacinamide 10% + Zinc 1%
Sagging,Dry,Olive,56,Other,Pond’s Age Miracle Firming Serum
Eczema,Sensitive,Medium,59,Male,CeraVe Eczema Relief Creamy Oil
Dryness,Normal,Fair,28,Male,CeraVe Moisturizing Cream
Itchy Skin,Combination,Dark,25,Female,Eucerin Itch Relief Cream
Sunburn,Sensitive,Olive,55,Female,Aloe Vera Gel
Dryness,Dry,Olive,29,Other,CeraVe Moisturizing Cream
Uneven Skin Tone,Sensitive,Olive,40,Female,L'Oreal Paris Glycolic Bright Serum
Pigmentation,Sensitive,Olive,37,Other,Murad Rapid Age Spot Correcting Serum
Pores,Combination,Olive,46,Male,Innisfree Super Volcanic Clay Mask
Blackheads,Combination,Olive,35,Male,The Body Shop Tea Tree Cleanser
Dullness,Combination,Medium,60,Other,The Ordinary Vitamin C Suspension
Sagging,Combination,Dark,38,Other,Pond’s Age Miracle Firming Serum
Whiteheads,Combination,Fair,52,Other,Paula's Choice BHA Exfoliant
Tanning,Sensitive,Dark,38,Male,Lotus Herbals Safe Sun
Dullness,Oily,Dusky,21,Female,The Ordinary Vitamin C Suspension
Itchy Skin,Combination,Dark,29,Male,Eucerin Itch Relief Cream
Tanning,Combination,Olive,60,Female,Lotus Herbals Safe Sun
Dark Circles,Oily,Olive,53,Male,Mamaearth Under Eye Cream
Blackheads,Oily,Olive,30,Other,The Body Shop Tea Tree Cleanser
Blackheads,Oily,Fair,42,Female,The Body Shop Tea Tree Cleanser
Sagging,Oily,Medium,16,Other,Pond’s Age Miracle Firming Serum
Pigmentation,Sensitive,Dark,46,Other,Murad Rapid Age Spot Correcting Serum
Sunburn,Combination,Dusky,34,Other,Aloe Vera Gel
Dryness,Oily,Olive,30,Other,CeraVe Moisturizing Cream
Dryness,Dry,Dark,27,Male,CeraVe Moisturizing Cream
Rosacea,Sensitive,Medium,34,Male,Cetaphil Redness Relief
Acne,Combination,Olive,54,Male,Neutrogena Oil-Free Acne Wash
Uneven Skin Tone,Combination,Dark,57,Other,L'Oreal Paris Glycolic Bright Serum
Dark Spots,Sensitive,Medium,48,Female,Minimalist Alpha Arbutin Serum
Whiteheads,Dry,Fair,37,Male,Paula's Choice BHA Exfoliant
Itchy Skin,Combination,Medium,16,Other,Eucerin Itch Relief Cream
Uneven Skin Tone,Combination,Olive,59,Male,L'Oreal Paris Glycolic Bright Serum
Pigmentation,Normal,Dark,43,Other,Murad Rapid Age Spot Correcting Serum
Uneven Skin Tone,Oily,Dark,58,Male,L'Oreal Paris Glycolic Bright Serum
Pigmentation,Dry,Dark,36,Male,Murad Rapid Age Spot Correcting Serum
Acne,Combination,Dark,31,Female,Neutrogena Oil-Free Acne Wash
Whiteheads,Combination,Dusky,53,Other,Paula's Choice BHA Exfoliant
Inflammation,Oily,Dusky,57,Female,The Ordinary Niacinamide 10% + Zinc 1%
Blackheads,Oily,Fair,45,Female,The Body Shop Tea Tree Cleanser
Pigmentation,Sensitive,Olive,35,Other,Murad Rapid Age Spot Correcting Serum
Wrinkles,Combination,Dusky,55,Male,Olay Regenerist Retinol 24
Blackheads,Dry,Dark,25,Female,The Body Shop Tea Tree Cleanser
Eczema,Combination,Dark,60,Other,CeraVe Eczema Relief Creamy Oil
Sagging,Normal,Medium,31,Other,Pond’s Age Miracle Firming Serum
Eczema,Oily,Olive,44,Other,CeraVe Eczema Relief Creamy Oil
Pores,Oily,Olive,23,Male,Innisfree Super Volcanic Clay Mask
Tanning,Normal,Medium,52,Other,Lotus Herbals Safe Sun
Dark Circles,Dry,Dusky,49,Female,Mamaearth Under Eye Cream
Wrinkles,Dry,Olive,47,Male,Olay Regenerist Retinol 24
Dark Spots,Sensitive,Fair,45,Male,Minimalist Alpha Arbutin Serum
Dark Spots,Sensitive,Dark,52,Male,Minimalist Alpha Arbutin Serum
Tanning,Sensitive,Dusky,17,Female,Lotus Herbals Safe Sun
Whiteheads,Oily,Medium,53,Male,Paula's Choice BHA Exfoliant
Dryness,Sensitive,Dusky,60,Male,CeraVe Moisturizing Cream
Tanning,Oily,Fair,46,Male,Lotus Herbals Safe Sun
Dullness,Sensitive,Medium,24,Other,The Ordinary Vitamin C Suspension
Redness,Combination,Dark,44,Female,Aveeno Ultra-Calming Foaming Cleanser
Rosacea,Oily,Olive,24,Other,Cetaphil Redness Relief
Pores,Oily,Medium,50,Female,Innisfree Super Volcanic Clay Mask
Dark Spots,Dry,Medium,16,Male,Minimalist Alpha Arbutin Serum
Dullness,Sensitive,Olive,43,Other,The Ordinary Vitamin C Suspension
Rosacea,Dry,Medium,45,Female,Cetaphil Redness Relief
Dark Circles,Combination,Medium,23,Male,Mamaearth Under Eye Cream
Redness,Normal,Fair,31,Male,Aveeno Ultra-Calming Foaming Cleanser
Oily Skin,Oily,Olive,18,Female,La Roche-Posay Effaclar Gel
Eczema,Oily,Medium,18,Female,CeraVe Eczema Relief Creamy Oil
Itchy Skin,Dry,Olive,29,Male,Eucerin Itch Relief Cream
Dark Circles,Normal,Dusky,30,Other,Mamaearth Under Eye Cream
Inflammation,Combination,Olive,54,Other,The Ordinary Niacinamide 10% + Zinc 1%
Uneven Skin Tone,Dry,Dusky,25,Other,L'Oreal Paris Glycolic Bright Serum
Dark Spots,Dry,Dark,35,Female,Minimalist Alpha Arbutin Serum
Dryness,Normal,Olive,27,Other,CeraVe Moisturizing Cream
Redness,Normal,Dark,19,Female,Aveeno Ultra-Calming Foaming Cleanser
Rosacea,Normal,Dusky,60,Female,Cetaphil Redness Relief
Redness,Dry,Dusky,40,Male,Aveeno Ultra-Calming Foaming Cleanser
Tanning,Sensitive,Medium,30,Female,Lotus Herbals Safe Sun
Dark Circles,Sensitive,Fair,51,Female,Mamaearth Under Eye Cream
Redness,Normal,Olive,24,Female,Aveeno Ultra-Calming Foaming Cleanser
Blackheads,Combination,Medium,37,Other,The Body Shop Tea Tree Cleanser
Oily Skin,Sensitive,Dusky,21,Other,La Roche-Posay Effaclar Gel
Sunburn,Oily,Dusky,40,Other,Aloe Vera Gel
Eczema,Normal,Fair,20,Male,CeraVe Eczema Relief Creamy Oil
Inflammation,Normal,Medium,46,Male,The Ordinary Niacinamide 10% + Zinc 1%
Uneven Skin Tone,Combination,Fair,29,Male,L'Oreal Paris Glycolic Bright Serum
Wrinkles,Sensitive,Medium,60,Other,Olay Regenerist Retinol 24
Sunburn,Sensitive,Medium,51,Female,Aloe Vera Gel
Dullness,Sensitive,Dark,50,Other,The Ordinary Vitamin C Suspension
Pores,Combination,Dusky,39,Other,Innisfree Super Volcanic Clay Mask
Sagging,Sensitive,Fair,46,Female,Pond’s Age Miracle Firming Serum
Sunburn,Combination,Dusky,42,Male,Aloe Vera Gel
Inflammation,Dry,Medium,17,Female,The Ordinary Niacinamide 10% + Zinc 1%
Tanning,Normal,Olive,42,Female,Lotus Herbals Safe Sun
Dark Circles,Dry,Dusky,30,Female,Mamaearth Under Eye Cream
Inflammation,Dry,Dark,51,Other,The Ordinary Niacinamide 10% + Zinc 1%
Uneven Skin Tone,Combination,Dark,57,Other,L'Oreal Paris Glycolic Bright Serum
Sagging,Sensitive,Medium,38,Male,Pond’s Age Miracle Firming Serum
Dark Circles,Normal,Dark,27,Other,Mamaearth Under Eye Cream
Dryness,Normal,Fair,20,Other,CeraVe Moisturizing Cream
Dryness,Oily,Dark,24,Other,CeraVe Moisturizing Cream
Blackheads,Oily,Medium,16,Male,The Body Shop Tea Tree Cleanser
Dark Spots,Sensitive,Dusky,19,Other,Minimalist Alpha Arbutin Serum
Eczema,Sensitive,Dark,17,Male,CeraVe Eczema Relief Creamy Oil
Tanning,Normal,Dark,16,Male,Lotus Herbals Safe Sun
Dark Spots,Combination,Olive,34,Male,Minimalist Alpha Arbutin Serum
Dark Spots,Sensitive,Medium,22,Male,Minimalist Alpha Arbutin Serum
Dark Spots,Dry,Medium,28,Other,Minimalist Alpha Arbutin Serum
Dark Spots,Combination,Dusky,33,Female,Minimalist Alpha Arbutin Serum
Oily Skin,Combination,Dark,45,Other,La Roche-Posay Effaclar Gel
Blackheads,Dry,Dusky,59,Male,The Body Shop Tea Tree Cleanser
Dryness,Oily,Dark,40,Female,CeraVe Moisturizing Cream
Tanning,Sensitive,Fair,56,Male,Lotus Herbals Safe Sun
Pigmentation,Oily,Dark,43,Other,Murad Rapid Age Spot Correcting Serum
Uneven Skin Tone,Normal,Fair,49,Male,L'Oreal Paris Glycolic Bright Serum
Blackheads,Dry,Olive,46,Female,The Body Shop Tea Tree Cleanser
Dryness,Oily,Dusky,50,Other,CeraVe Moisturizing Cream
Dryness,Dry,Dusky,17,Male,CeraVe Moisturizing Cream
Inflammation,Dry,Dark,20,Female,The Ordinary Niacinamide 10% + Zinc 1%
Pigmentation,Normal,Medium,52,Female,Murad Rapid Age Spot Correcting Serum
Tanning,Combination,Dark,24,Other,Lotus Herbals Safe Sun
Oily Skin,Normal,Dusky,19,Male,La Roche-Posay Effaclar Gel
Redness,Dry,Fair,37,Other,Aveeno Ultra-Calming Foaming Cleanser
Eczema,Normal,Dark,36,Male,CeraVe Eczema Relief Creamy Oil
Whiteheads,Sensitive,Dark,30,Female,Paula's Choice BHA Exfoliant
Tanning,Sensitive,Dark,27,Other,Lotus Herbals Safe Sun
Inflammation,Sensitive,Fair,55,Female,The Ordinary Niacinamide 10% + Zinc 1%
Blackheads,Oily,Fair,33,Male,The Body Shop Tea Tree Cleanser
Rosacea,Dry,Dark,36,Female,Cetaphil Redness Relief
Wrinkles,Oily,Fair,35,Female,Olay Regenerist Retinol 24
Pores,Combination,Fair,24,Male,Innisfree Super Volcanic Clay Mask
Pigmentation,Sensitive,Dark,51,Other,Murad Rapid Age Spot Correcting Serum
Dark Spots,Sensitive,Fair,17,Male,Minimalist Alpha Arbutin Serum
Pores,Normal,Fair,54,Other,Innisfree Super Volcanic Clay Mask
Uneven Skin Tone,Sensitive,Fair,34,Female,L'Oreal Paris Glycolic Bright Serum
Rosacea,Oily,Olive,31,Other,Cetaphil Redness Relief
Dark Spots,Dry,Dark,26,Male,Minimalist Alpha Arbutin Serum
Whiteheads,Combination,Dusky,47,Male,Paula's Choice BHA Exfoliant
Oily Skin,Dry,Dark,33,Female,La Roche-Posay Effaclar Gel
Dullness,Sensitive,Fair,39,Female,The Ordinary Vitamin C Suspension
Blackheads,Sensitive,Olive,55,Male,The Body Shop Tea Tree Cleanser
Itchy Skin,Oily,Medium,35,Male,Eucerin Itch Relief Cream
Rosacea,Combination,Olive,40,Female,Cetaphil Redness Relief
Itchy Skin,Combination,Dark,57,Other,Eucerin Itch Relief Cream
Dark Circles,Combination,Dusky,54,Other,Mamaearth Under Eye Cream
Sunburn,Sensitive,Dusky,27,Female,Aloe Vera Gel
Uneven Skin Tone,Combination,Dark,52,Male,L'Oreal Paris Glycolic Bright Serum
Uneven Skin Tone,Sensitive,Dusky,41,Female,L'Oreal Paris Glycolic Bright Serum
Wrinkles,Normal,Medium,53,Other,Olay Regenerist Retinol 24
Pigmentation,Normal,Fair,45,Other,Murad Rapid Age Spot Correcting Serum
Sunburn,Sensitive,Dusky,60,Male,Aloe Vera Gel
Redness,Sensitive,Medium,56,Female,Aveeno Ultra-Calming Foaming Cleanser
Blackheads,Combination,Medium,43,Female,The Body Shop Tea Tree Cleanser
Oily Skin,Sensitive,Olive,46,Other,La Roche-Posay Effaclar Gel
Rosacea,Normal,Olive,60,Female,Cetaphil Redness Relief
Tanning,Oily,Dusky,60,Other,Lotus Herbals Safe Sun
Eczema,Oily,Fair,31,Other,CeraVe Eczema Relief Creamy Oil
Pores,Dry,Olive,18,Other,Innisfree Super Volcanic Clay Mask
Rosacea,Combination,Dark,22,Male,Cetaphil Redness Relief
Wrinkles,Combination,Medium,48,Other,Olay Regenerist Retinol 24
Dark Spots,Normal,Olive,60,Other,Minimalist Alpha Arbutin Serum
Blackheads,Sensitive,Dusky,41,Female,The Body Shop Tea Tree Cleanser
Inflammation,Normal,Medium,38,Male,The Ordinary Niacinamide 10% + Zinc 1%
Sagging,Oily,Dusky,42,Male,Pond’s Age Miracle Firming Serum
Wrinkles,Dry,Dusky,35,Female,Olay Regenerist Retinol 24
Itchy Skin,Dry,Olive,46,Female,Eucerin Itch Relief Cream
Sagging,Oily,Dark,60,Female,Pond’s Age Miracle Firming Serum
Uneven Skin Tone,Oily,Dusky,18,Other,L'Oreal Paris Glycolic Bright Serum
Wrinkles,Oily,Dusky,57,Male,Olay Regenerist Retinol 24
Pigmentation,Dry,Olive,27,Other,Murad Rapid Age Spot Correcting Serum
Pigmentation,Combination,Olive,43,Female,Murad Rapid Age Spot Correcting Serum
Blackheads,Sensitive,Medium,27,Other,The Body Shop Tea Tree Cleanser
Redness,Sensitive,Fair,55,Male,Aveeno Ultra-Calming Foaming Cleanser
Itchy Skin,Normal,Dark,40,Male,Eucerin Itch Relief Cream
Sunburn,Dry,Dusky,20,Other,Aloe Vera Gel
Wrinkles,Normal,Medium,39,Female,Olay Regenerist Retinol 24
Sunburn,Sensitive,Fair,32,Other,Aloe Vera Gel
Sagging,Normal,Dusky,54,Female,Pond’s Age Miracle Firming Serum
Eczema,Sensitive,Olive,23,Female,CeraVe Eczema Relief Creamy Oil
Pores,Sensitive,Olive,27,Other,Innisfree Super Volcanic Clay Mask
Dullness,Normal,Olive,21,Other,The Ordinary Vitamin C Suspension
Dark Circles,Combination,Fair,31,Female,Mamaearth Under Eye Cream
Wrinkles,Dry,Dusky,60,Male,Olay Regenerist Retinol 24
Dark Spots,Sensitive,Dark,54,Male,Minimalist Alpha Arbutin Serum
Inflammation,Sensitive,Dark,27,Female,The Ordinary Niacinamide 10% + Zinc 1%
Tanning,Dry,Olive,26,Female,Lotus Herbals Safe Sun
Dullness,Dry,Medium,36,Female,The Ordinary Vitamin C Suspension
Eczema,Oily,Dusky,16,Female,CeraVe Eczema Relief Creamy Oil
Dark Circles,Dry,Dark,51,Other,Mamaearth Under Eye Cream
Sagging,Sensitive,Dark,42,Other,Pond’s Age Miracle Firming Serum
Itchy Skin,Sensitive,Medium,21,Other,Eucerin Itch Relief Cream
Acne,Dry,Dusky,18,Female,Neutrogena Oil-Free Acne Wash
Blackheads,Normal,Dusky,26,Female,The Body Shop Tea Tree Cleanser
Inflammation,Sensitive,Olive,48,Male,The Ordinary Niacinamide 10% + Zinc 1%
Inflammation,Oily,Dusky,50,Female,The Ordinary Niacinamide 10% + Zinc 1%
Tanning,Oily,Dark,50,Male,Lotus Herbals Safe Sun
Redness,Oily,Medium,35,Male,Aveeno Ultra-Calming Foaming Cleanser
Itchy Skin,Combination,Dusky,21,Female,Eucerin Itch Relief Cream
Wrinkles,Dry,Medium,53,Other,Olay Regenerist Retinol 24
Pores,Normal,Dark,26,Other,Innisfree Super Volcanic Clay Mask
Dark Circles,Dry,Medium,19,Other,Mamaearth Under Eye Cream
Pores,Normal,Dusky,54,Other,Innisfree Super Volcanic Clay Mask
Pigmentation,Combination,Dusky,34,Other,Murad Rapid Age Spot Correcting Serum
Whiteheads,Normal,Fair,24,Female,Paula's Choice BHA Exfoliant
Dryness,Combination,Medium,60,Male,CeraVe Moisturizing Cream
Blackheads,Dry,Dusky,31,Other,The Body Shop Tea Tree Cleanser
Rosacea,Sensitive,Medium,52,Other,Cetaphil Redness Relief
Whiteheads,Sensitive,Dark,44,Male,Paula's Choice BHA Exfoliant
Oily Skin,Sensitive,Olive,33,Other,La Roche-Posay Effaclar Gel
Pores,Sensitive,Dark,36,Other,Innisfree Super Volcanic Clay Mask
Acne,Oily,Dark,56,Other,Neutrogena Oil-Free Acne Wash
Pores,Oily,Olive,41,Male,Innisfree Super Volcanic Clay Mask
Redness,Dry,Dark,33,Female,Aveeno Ultra-Calming Foaming Cleanser
Dullness,Combination,Olive,52,Male,The Ordinary Vitamin C Suspension
Inflammation,Sensitive,Dusky,59,Male,The Ordinary Niacinamide 10% + Zinc 1%
Dryness,Oily,Dark,17,Male,CeraVe Moisturizing Cream
Pigmentation,Sensitive,Dark,16,Female,Murad Rapid Age Spot Correcting Serum
Sunburn,Dry,Dusky,26,Female,Aloe Vera Gel
Oily Skin,Combination,Dusky,21,Female,La Roche-Posay Effaclar Gel
Pigmentation,Oily,Dark,56,Female,Murad Rapid Age Spot Correcting Serum
Blackheads,Sensitive,Fair,22,Male,The Body Shop Tea Tree Cleanser
Sunburn,Sensitive,Fair,24,Other,Aloe Vera Gel
Blackheads,Normal,Dark,16,Male,The Body Shop Tea Tree Cleanser
Uneven Skin Tone,Oily,Dark,60,Male,L'Oreal Paris Glycolic Bright Serum
Sagging,Oily,Medium,40,Male,Pond’s Age Miracle Firming Serum
Wrinkles,Oily,Dusky,39,Female,Olay Regenerist Retinol 24
Dark Circles,Sensitive,Medium,57,Other,Mamaearth Under Eye Cream
Dark Circles,Oily,Olive,52,Male,Mamaearth Under Eye Cream
Eczema,Dry,Dark,38,Other,CeraVe Eczema Relief Creamy Oil
Sunburn,Dry,Dark,55,Other,Aloe Vera Gel
Itchy Skin,Dry,Fair,22,Male,Eucerin Itch Relief Cream
Wrinkles,Normal,Dark,38,Female,Olay Regenerist Retinol 24
Uneven Skin Tone,Dry,Medium,33,Other,L'Oreal Paris Glycolic Bright Serum
Oily Skin,Dry,Olive,54,Other,La Roche-Posay Effaclar Gel
Eczema,Combination,Fair,58,Female,CeraVe Eczema Relief Creamy Oil
Sunburn,Normal,Olive,48,Male,Aloe Vera Gel
Rosacea,Combination,Fair,31,Female,Cetaphil Redness Relief
Rosacea,Oily,Medium,47,Other,Cetaphil Redness Relief
Eczema,Oily,Olive,16,Female,CeraVe Eczema Relief Creamy Oil
Uneven Skin Tone,Dry,Dark,52,Female,L'Oreal Paris Glycolic Bright Serum
Pores,Normal,Medium,46,Male,Innisfree Super Volcanic Clay Mask
Acne,Normal,Fair,16,Female,Neutrogena Oil-Free Acne Wash
Sunburn,Oily,Fair,41,Other,Aloe Vera Gel
Dullness,Normal,Dark,43,Other,The Ordinary Vitamin C Suspension
Rosacea,Oily,Olive,50,Other,Cetaphil Redness Relief
Dark Circles,Combination,Fair,35,Male,Mamaearth Under Eye Cream
Dark Spots,Dry,Medium,50,Female,Minimalist Alpha Arbutin Serum
Rosacea,Normal,Fair,35,Other,Cetaphil Redness Relief
Redness,Dry,Fair,31,Male,Aveeno Ultra-Calming Foaming Cleanser
